event_id,event_slug,event_title,market_id,market_slug,question,yes_token_id,domain,market_liquidity,tag_labels,tag_slugs,event_start,event_end
16263,macron-out-in-2025,Macron out by...?,597964,macron-out-by-june-30-2026-273,"Macron out by June 30, 2026?",16201530957950630406397949502319734794139620443510795733205872225099141120819,2025-predictions,79826.20993,France|Politics|Macron|World|2025 Predictions|resign,france|politics|macron|world|2025-predictions|resign,2025-01-03T19:35:04.095066Z,2026-06-30T12:00:00Z
30615,2026-fifa-world-cup-winner-595,2026 FIFA World Cup Winner ,558977,will-haiti-win-the-2026-fifa-world-cup,Will Haiti win the 2026 FIFA World Cup?,113379015922744700109400673843380371641970914885846970213129353605968934558386,2026-fifa-world-cup,5309381.30523,Soccer|Sports|FIFA World Cup|2026 FIFA World Cup|Hide From New,soccer|sports|fifa-world-cup|2026-fifa-world-cup|hide-from-new,2025-07-02T22:28:24.564603Z,2026-07-20T00:00:00Z
39274,2026-pro-football-draft-1st-overall-pick,2026 Pro Football Draft: 1st Overall Pick,580109,will-nico-iamaleava-be-the-first-pick-of-the-2026-nfl-draft,Will Nico Iamaleava be the first pick of the 2026 NFL Draft?,61333438224991090029549325331522226961828740049006775405883405120037322223568,2026-nfl-draft,26638.39371,Sports|NCAA Football|NFL|CFB|NFL Draft|2026 NFL Draft,sports|ncaa-football|nfl|cfb|nfl-draft|2026-nfl-draft,2025-08-25T21:10:24.86915Z,2026-04-25T00:00:00Z
73191,which-country-will-join-abraham-accords-before-2027,Which country will join Abraham Accords before 2027?,1076686,will-somaliland-join-the-abraham-accords-before-2027,Will Somaliland join the Abraham Accords before 2027?,70026524713009669538763377800911903794570186848119999786864842995489783143838,abraham-accords,26663.0003,Middle East|Politics|Gaza|Geopolitics|Abraham Accords|World|Israel,middle-east|politics|gaza|geopolitics|abraham-accords|world|israel,2025-11-05T19:01:08.985833Z,2026-12-31T00:00:00Z
139413,will-openai-acquire-pinterest-in-2026,Will OpenAI acquire Pinterest in 2026?,1089563,will-openai-acquire-pinterest-in-2026,Will OpenAI acquire Pinterest in 2026?,100075392620587674415757008337155597840247947392028754376271407831307492671931,acquisitions,66210.6514,Acquisitions|Tech|AI,acquisitions|tech|ai,2026-01-02T20:46:00.490812Z,2026-12-31T00:00:00Z
28999,megaeth-market-cap-fdv-one-day-after-launch,MegaETH market cap (FDV) one day after launch? (if by June 30),666614,megaeth-market-cap-fdv-2b-one-day-after-launch-392-656-565-965-418-578-388,MegaETH market cap (FDV) >$3B one day after launch?,92206458231325096769152348269441704588222763710040504959674288895806154976594,airdrops,80769.35678,Airdrops|Featured|Crypto|MegaETH|Pre-Market|fdv,airdrops|featured|crypto|megaeth|pre-market|fdv,2025-06-26T19:50:27.580851Z,2026-07-01T04:00:00Z
48300,anthropic-ipo-closing-market-cap,Anthropic IPO Closing Market Cap,608410,will-anthropic-not-ipo-by-june-30-2026,"Will Anthropic not IPO by June 30, 2026?",14495888673864948586083280727326896461319586754303430637766841544809472748499,anthropic,22418.86797,AI|IPO|Tech|Big Tech|anthropic|IPOs|Finance,ai|ipo|tech|big-tech|anthropic|ipos|finance,2025-09-23T00:29:27.873586Z,2026-06-30T00:00:00Z
32754,nba-mvp-694,NBA MVP ,564166,will-victor-wembanyama-win-the-20252026-nba-mvp,Will Victor Wembanyama win the 2025–2026 NBA MVP?,47252200832793247423089215877857667425039333476763845614656878203768571431091,awards,114129.43972,Sports|NBA|mvp|Awards|Hide From New,sports|nba|mvp|awards|hide-from-new,2025-07-17T12:15:08.441241Z,2026-06-10T00:00:00Z
133684,base-fdv-above-one-day-after-launch,Base FDV above ___ one day after launch?,1068307,base-fdv-above-2b-one-day-after-launch,Base FDV above $2B one day after launch?,22056280440419108399189383402666130126211471357531451866320292446775191982898,base,32017.7781,Base|Pre-Market|Crypto|fdv,base|pre-market|crypto|fdv,2025-12-30T20:37:33.961869Z,2028-01-01T05:00:00Z
63296,nba-2025-26-coach-of-the-year,NBA Coach of the Year Winner,643794,nba-2025-26-coach-of-the-year-jb-bickerstaff,Will JB Bickerstaff win the 2025–2026 NBA Coach of the Year?,19063193541024384703688685779087142926481547676681055667364352656903314720497,basketball,22068.40706,NBA|Basketball|Sports|Hide From New,nba|basketball|sports|hide-from-new,2025-10-22T07:27:42.010849Z,2026-06-30T00:00:00Z
